Player,Tm,Opp,Res,MP,FG,FGA,FG%,3P,3PA,3P%,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS,GmSc,Data
Wendell Carter,ORL,PHI,L,26.18,2,3,0.667,1,2,0.5,3,4,0.75,1,8,9,3.0,0,0,0,5,8,9.5,2024-12-06
Goga Bitadze,ORL,PHI,L,25.9,3,5,0.6,0,1,0.0,3,4,0.75,1,3,4,2.0,0,2,3,3,9,6.5,2024-12-06
Cole Anthony,ORL,PHI,L,13.63,2,3,0.667,2,3,0.667,0,0,0.0,1,0,1,4.0,0,0,2,1,6,5.8,2024-12-06
Jett Howard,ORL,PHI,L,16.23,2,5,0.4,1,4,0.25,0,0,0.0,0,1,1,0.0,0,0,0,0,5,2.6,2024-12-06
Kentavious Caldwell-Pope,ORL,PHI,L,33.67,1,7,0.143,0,5,0.0,0,0,0.0,0,3,3,2.0,3,1,2,2,2,0.7,2024-12-06
Caleb Houstan,ORL,PHI,L,4.8,0,0,0.0,0,0,0.0,0,0,0.0,0,0,0,0.0,0,0,0,0,0,0.0,2024-12-06
Tristan Da Silva,ORL,PHI,L,13.35,0,1,0.0,0,1,0.0,0,0,0.0,3,0,3,0.0,0,0,1,3,0,-0.8,2024-12-06
Anthony Black,ORL,PHI,L,17.58,0,5,0.0,0,3,0.0,0,0,0.0,0,2,2,0.0,1,2,2,2,0,-3.3,2024-12-06
Jalen Williams,OKC,NOP,W,34.77,10,19,0.526,4,9,0.444,3,5,0.6,1,5,6,5.0,4,0,4,3,27,21.4,2024-12-07
Shai Gilgeous-Alexander,OKC,NOP,W,34.47,10,18,0.556,1,3,0.333,10,12,0.833,0,2,2,4.0,0,0,4,5,31,19.0,2024-12-07
Isaiah Hartenstein,OKC,NOP,W,29.13,5,8,0.625,0,0,0.0,2,2,1.0,6,6,12,5.0,1,0,3,4,12,14.3,2024-12-07
Alex Caruso,OKC,NOP,W,24.12,6,7,0.857,2,3,0.667,0,0,0.0,0,2,2,3.0,2,0,2,1,14,13.8,2024-12-07
Luguentz Dort,OKC,NOP,W,31.33,5,10,0.5,4,7,0.571,0,0,0.0,2,3,5,1.0,2,1,0,4,14,13.1,2024-12-07
Ajay Mitchell,OKC,NOP,W,18.73,4,8,0.5,0,1,0.0,2,2,1.0,0,3,3,4.0,0,1,1,1,10,9.0,2024-12-07
Cason Wallace,OKC,NOP,W,27.35,2,6,0.333,1,4,0.25,0,0,0.0,1,6,7,2.0,3,0,4,1,5,4.1,2024-12-07
Kenrich Williams,OKC,NOP,W,11.57,2,2,1.0,0,0,0.0,0,0,0.0,0,2,2,0.0,0,0,0,2,4,3.2,2024-12-07
Aaron Wiggins,OKC,NOP,W,14.9,1,5,0.2,0,3,0.0,0,0,0.0,0,3,3,2.0,1,1,0,1,2,2.5,2024-12-07
Isaiah Joe,OKC,NOP,W,13.63,0,2,0.0,0,2,0.0,0,0,0.0,0,3,3,1.0,0,0,0,2,0,-0.6,2024-12-07
Goga Bitadze,ORL,PHO,W,30.63,8,15,0.533,0,1,0.0,5,6,0.833,9,7,16,4.0,0,0,1,1,21,23.1,2024-12-08
Jalen Suggs,ORL,PHO,W,31.38,8,18,0.444,4,10,0.4,6,7,0.857,0,4,4,2.0,1,0,4,5,26,13.8,2024-12-08
Moritz Wagner,ORL,PHO,W,17.37,3,8,0.375,1,3,0.333,3,6,0.5,2,4,6,3.0,2,1,0,2,10,11.0,2024-12-08
Cole Anthony,ORL,PHO,W,28.7,6,14,0.429,2,6,0.333,0,0,0.0,0,2,2,3.0,1,2,3,3,14,7.5,2024-12-08
Caleb Houstan,ORL,PHO,W,18.13,3,4,0.75,2,3,0.667,0,0,0.0,1,1,2,0.0,0,0,0,0,8,7.4,2024-12-08
Kentavious Caldwell-Pope,ORL,PHO,W,33.1,3,6,0.5,2,5,0.4,0,2,0.0,0,0,0,1.0,3,0,0,2,8,7.1,2024-12-08
Jett Howard,ORL,PHO,W,14.9,2,4,0.5,0,1,0.0,2,2,1.0,0,1,1,2.0,2,0,0,2,6,6.9,2024-12-08
Wendell Carter,ORL,PHO,W,20.9,2,4,0.5,0,1,0.0,2,2,1.0,1,4,5,0.0,1,0,1,0,6,5.9,2024-12-08
Anthony Black,ORL,PHO,W,25.58,4,8,0.5,0,3,0.0,0,1,0.0,0,3,3,2.0,1,2,3,1,8,4.9,2024-12-08
Tristan Da Silva,ORL,PHO,W,19.3,3,7,0.429,1,3,0.333,1,4,0.25,1,4,5,0.0,0,1,1,3,8,3.5,2024-12-08
Shai Gilgeous-Alexander,OKC,DAL,W,37.85,15,23,0.652,5,9,0.556,4,4,1.0,0,8,8,5.0,3,1,2,3,39,35.3,2024-12-10
Jalen Suggs,ORL,MIL,L,37.68,12,26,0.462,3,11,0.273,5,6,0.833,3,6,9,1.0,4,1,4,2,32,22.7,2024-12-10
Goga Bitadze,ORL,MIL,L,38.02,6,13,0.462,0,2,0.0,0,0,0.0,5,9,14,4.0,1,1,0,5,12,14.0,2024-12-10
Anthony Black,ORL,MIL,L,32.25,6,12,0.5,0,0,0.0,5,8,0.625,2,4,6,3.0,3,1,3,3,17,14.0,2024-12-10
Cason Wallace,OKC,DAL,W,30.82,4,10,0.4,3,9,0.333,0,0,0.0,4,4,8,4.0,2,1,1,2,11,13.3,2024-12-10
Moritz Wagner,ORL,MIL,L,19.18,6,6,1.0,1,1,1.0,0,0,0.0,1,2,3,1.0,1,0,1,1,13,12.8,2024-12-10
Kenrich Williams,OKC,DAL,W,17.3,3,5,0.6,3,4,0.75,0,0,0.0,1,1,2,2.0,3,0,0,1,9,11.7,2024-12-10
Wendell Carter,ORL,MIL,L,34.0,2,5,0.4,0,2,0.0,4,4,1.0,3,8,11,5.0,1,1,2,6,8,10.6,2024-12-10
Luguentz Dort,OKC,DAL,W,31.65,4,10,0.4,3,7,0.429,0,0,0.0,3,3,6,2.0,1,1,0,3,11,10.5,2024-12-10
Isaiah Hartenstein,OKC,DAL,W,30.3,5,11,0.455,0,1,0.0,0,1,0.0,5,8,13,3.0,1,1,3,2,10,9.8,2024-12-10
Jalen Williams,OKC,DAL,W,32.27,8,21,0.381,0,3,0.0,2,2,1.0,2,5,7,4.0,0,1,4,2,18,8.1,2024-12-10
Alex Caruso,OKC,DAL,W,22.42,2,7,0.286,2,6,0.333,0,0,0.0,1,3,4,4.0,2,0,1,0,6,7.3,2024-12-10
Isaiah Joe,OKC,DAL,W,16.93,3,8,0.375,3,8,0.375,0,0,0.0,0,3,3,3.0,0,0,0,1,9,7.2,2024-12-10
Jett Howard,ORL,MIL,L,12.5,3,7,0.429,2,5,0.4,2,3,0.667,0,0,0,1.0,0,0,0,1,10,6.2,2024-12-10
Kentavious Caldwell-Pope,ORL,MIL,L,31.32,3,7,0.429,0,2,0.0,1,2,0.5,0,1,1,1.0,1,0,0,2,7,4.1,2024-12-10
Ajay Mitchell,OKC,DAL,W,9.72,1,3,0.333,0,0,0.0,0,0,0.0,1,0,1,2.0,1,0,1,2,2,1.6,2024-12-10
Aaron Wiggins,OKC,DAL,W,8.92,1,2,0.5,1,2,0.5,0,0,0.0,0,0,0,0.0,1,0,1,1,3,1.6,2024-12-10
Caleb Houstan,ORL,MIL,L,4.48,0,0,0.0,0,0,0.0,0,0,0.0,0,0,0,1.0,0,0,0,0,0,0.7,2024-12-10
Tristan Da Silva,ORL,MIL,L,15.87,1,5,0.2,0,1,0.0,4,4,1.0,1,1,2,0.0,0,0,3,1,6,0.5,2024-12-10
Branden Carlson,OKC,DAL,W,0.92,0,0,0.0,0,0,0.0,0,0,0.0,0,0,0,0.0,0,0,0,0,0,0.0,2024-12-10
Dillon Jones,OKC,DAL,W,0.92,0,1,0.0,0,1,0.0,0,0,0.0,0,0,0,0.0,0,0,0,0,0,-0.7,2024-12-10
Cole Anthony,ORL,MIL,L,14.65,2,12,0.167,0,3,0.0,0,0,0.0,0,0,0,2.0,0,0,0,0,4,-2.2,2024-12-10
Shai Gilgeous-Alexander,OKC,HOU,W,37.62,8,21,0.381,2,6,0.333,14,15,0.933,0,8,8,6.0,5,1,1,3,32,30.2,2024-12-14
Luguentz Dort,OKC,HOU,W,31.27,5,11,0.455,5,9,0.556,4,6,0.667,2,7,9,1.0,3,0,0,3,19,18.5,2024-12-14
Isaiah Hartenstein,OKC,HOU,W,33.3,9,12,0.75,0,0,0.0,3,4,0.75,1,7,8,2.0,0,1,4,4,21,15.1,2024-12-14
Jalen Williams,OKC,HOU,W,38.68,8,20,0.4,2,5,0.4,2,2,1.0,0,5,5,5.0,1,0,3,2,20,11.4,2024-12-14
Isaiah Joe,OKC,HOU,W,17.95,1,3,0.333,0,1,0.0,3,3,1.0,0,2,2,0.0,1,1,1,0,5,4.6,2024-12-14
Cason Wallace,OKC,HOU,W,32.02,2,6,0.333,1,4,0.25,0,0,0.0,1,5,6,2.0,1,1,2,3,5,3.7,2024-12-14
Kenrich Williams,OKC,HOU,W,10.68,3,4,0.75,1,2,0.5,0,0,0.0,0,1,1,0.0,0,0,1,3,7,3.5,2024-12-14
Ajay Mitchell,OKC,HOU,W,9.08,0,0,0.0,0,0,0.0,2,2,1.0,0,2,2,1.0,0,0,0,1,2,2.9,2024-12-14
Alex Caruso,OKC,HOU,W,19.68,0,3,0.0,0,3,0.0,0,0,0.0,0,2,2,2.0,1,0,0,3,0,-0.3,2024-12-14
Aaron Wiggins,OKC,HOU,W,9.72,0,0,0.0,0,0,0.0,0,0,0.0,0,0,0,0.0,0,0,0,2,0,-0.8,2024-12-14
Moritz Wagner,ORL,NYK,L,25.53,10,15,0.667,4,7,0.571,8,11,0.727,0,6,6,1.0,2,0,3,4,32,24.2,2024-12-15
Tristan Da Silva,ORL,NYK,L,32.17,9,17,0.529,2,5,0.4,0,0,0.0,3,0,3,2.0,0,0,2,4,20,11.6,2024-12-15
Goga Bitadze,ORL,NYK,L,24.83,4,7,0.571,0,0,0.0,0,0,0.0,4,7,11,1.0,1,3,4,1,8,9.0,2024-12-15
Cole Anthony,ORL,NYK,L,9.05,2,4,0.5,0,2,0.0,0,0,0.0,0,2,2,5.0,0,1,0,0,4,6.8,2024-12-15
Jonathan Isaac,ORL,NYK,L,15.0,1,1,1.0,1,1,1.0,0,0,0.0,0,3,3,0.0,1,2,0,1,3,5.6,2024-12-15
Jalen Suggs,ORL,NYK,L,32.37,4,19,0.211,1,5,0.2,0,0,0.0,1,4,5,8.0,1,3,2,6,9,3.5,2024-12-15
Wendell Carter,ORL,NYK,L,27.27,1,4,0.25,0,2,0.0,0,0,0.0,1,4,5,1.0,1,0,0,2,2,2.4,2024-12-15
Anthony Black,ORL,NYK,L,19.6,1,7,0.143,0,1,0.0,2,2,1.0,0,1,1,3.0,1,0,0,2,4,2.1,2024-12-15
Caleb Houstan,ORL,NYK,L,5.72,1,2,0.5,1,2,0.5,0,0,0.0,0,0,0,0.0,0,0,0,0,3,2.0,2024-12-15
Cory Joseph,ORL,NYK,L,9.3,1,1,1.0,0,0,0.0,0,0,0.0,0,1,1,1.0,0,0,1,1,2,1.3,2024-12-15
Kentavious Caldwell-Pope,ORL,NYK,L,32.7,2,7,0.286,0,3,0.0,0,0,0.0,1,1,2,2.0,1,1,2,3,4,0.8,2024-12-15
Trevelin Queen,ORL,NYK,L,1.52,0,0,0.0,0,0,0.0,0,0,0.0,0,0,0,0.0,0,0,0,1,0,-0.4,2024-12-15
Jett Howard,ORL,NYK,L,4.95,0,2,0.0,0,2,0.0,0,0,0.0,0,0,0,0.0,0,0,1,1,0,-2.8,2024-12-15
Isaiah Hartenstein,OKC,MIL,L,32.12,6,11,0.545,0,0,0.0,4,4,1.0,5,7,12,2.0,1,0,0,3,16,17.5,2024-12-17
Jalen Williams,OKC,MIL,L,33.87,8,20,0.4,1,4,0.25,1,2,0.5,0,4,4,3.0,2,3,2,2,18,11.4,2024-12-17
Shai Gilgeous-Alexander,OKC,MIL,L,35.92,8,24,0.333,2,9,0.222,3,4,0.75,0,4,4,2.0,2,0,3,3,21,7.4,2024-12-17
Cason Wallace,OKC,MIL,L,22.8,2,2,1.0,0,0,0.0,1,2,0.5,1,0,1,1.0,2,1,1,1,5,6.7,2024-12-17
Isaiah Joe,OKC,MIL,L,19.13,2,7,0.286,1,6,0.167,2,2,1.0,0,3,3,1.0,0,0,0,0,7,4.5,2024-12-17
Ajay Mitchell,OKC,MIL,L,15.75,1,5,0.2,0,2,0.0,3,4,0.75,0,2,2,2.0,0,0,0,0,5,3.5,2024-12-17
Alex Caruso,OKC,MIL,L,24.05,0,3,0.0,0,2,0.0,2,2,1.0,0,3,3,0.0,3,0,1,2,2,2.0,2024-12-17
Luguentz Dort,OKC,MIL,L,29.92,1,5,0.2,0,4,0.0,2,2,1.0,1,7,8,1.0,0,1,2,3,4,1.9,2024-12-17
Branden Carlson,OKC,MIL,L,2.72,0,0,0.0,0,0,0.0,0,0,0.0,0,1,1,0.0,0,0,0,0,0,0.3,2024-12-17
Aaron Wiggins,OKC,MIL,L,6.13,0,1,0.0,0,0,0.0,0,0,0.0,0,3,3,0.0,0,0,0,0,0,0.2,2024-12-17
Kenrich Williams,OKC,MIL,L,14.88,1,6,0.167,1,4,0.25,0,0,0.0,0,2,2,1.0,0,0,1,0,3,-0.5,2024-12-17
Dillon Jones,OKC,MIL,L,2.72,0,2,0.0,0,1,0.0,0,0,0.0,0,0,0,0.0,0,0,0,0,0,-1.4,2024-12-17
Shai Gilgeous-Alexander,OKC,ORL,W,36.42,15,26,0.577,1,5,0.2,4,4,1.0,0,4,4,6.0,4,2,4,1,35,29.2,2024-12-19
Anthony Black,ORL,OKC,L,30.82,8,14,0.571,3,6,0.5,4,5,0.8,0,1,1,3.0,1,0,1,3,23,17.2,2024-12-19
Isaiah Hartenstein,OKC,ORL,W,33.22,5,9,0.556,0,0,0.0,2,2,1.0,2,10,12,4.0,4,1,2,1,12,17.2,2024-12-19
Goga Bitadze,ORL,OKC,L,27.2,6,9,0.667,0,1,0.0,3,4,0.75,2,8,10,3.0,0,1,2,2,15,14.5,2024-12-19
Wendell Carter,ORL,OKC,L,29.57,2,6,0.333,0,2,0.0,6,9,0.667,3,10,13,4.0,0,1,0,1,10,13.6,2024-12-19
Alex Caruso,OKC,ORL,W,18.0,3,7,0.429,3,7,0.429,2,2,1.0,0,3,3,1.0,3,0,0,1,11,11.5,2024-12-19
Kentavious Caldwell-Pope,ORL,OKC,L,33.0,3,8,0.375,3,5,0.6,2,2,1.0,1,0,1,5.0,1,1,2,2,11,9.7,2024-12-19
Aaron Wiggins,OKC,ORL,W,30.67,3,7,0.429,2,3,0.667,3,4,0.75,0,2,2,1.0,2,1,0,3,11,9.7,2024-12-19
Tristan Da Silva,ORL,OKC,L,37.37,6,15,0.4,3,8,0.375,0,0,0.0,2,1,3,1.0,1,0,2,1,15,7.9,2024-12-19
Jalen Suggs,ORL,OKC,L,17.18,4,10,0.4,1,6,0.167,0,0,0.0,1,4,5,4.0,1,2,4,1,9,6.3,2024-12-19
Moritz Wagner,ORL,OKC,L,19.07,4,7,0.571,0,1,0.0,2,4,0.5,0,0,0,2.0,0,0,1,1,10,5.9,2024-12-19
Kenrich Williams,OKC,ORL,W,11.48,2,3,0.667,0,1,0.0,2,2,1.0,0,2,2,1.0,0,0,0,3,6,4.8,2024-12-19
Ajay Mitchell,OKC,ORL,W,9.47,1,2,0.5,1,1,1.0,2,2,1.0,0,1,1,2.0,0,0,1,1,5,4.3,2024-12-19
Cason Wallace,OKC,ORL,W,20.85,2,3,0.667,1,2,0.5,0,0,0.0,0,1,1,0.0,0,1,0,1,5,4.3,2024-12-19
Jalen Williams,OKC,ORL,W,35.6,5,15,0.333,1,5,0.2,0,0,0.0,1,0,1,7.0,0,0,3,3,11,3.9,2024-12-19
Isaiah Joe,OKC,ORL,W,17.83,3,6,0.5,1,3,0.333,0,0,0.0,0,2,2,0.0,0,0,1,1,7,3.2,2024-12-19
Jonathan Isaac,ORL,OKC,L,16.75,1,4,0.25,0,2,0.0,1,1,1.0,1,2,3,0.0,1,1,1,1,3,2.2,2024-12-19
Cory Joseph,ORL,OKC,L,7.38,0,2,0.0,0,2,0.0,0,0,0.0,0,1,1,1.0,1,0,0,0,0,0.6,2024-12-19
Luguentz Dort,OKC,ORL,W,26.45,1,5,0.2,0,4,0.0,0,0,0.0,1,3,4,1.0,2,1,2,5,2,-0.1,2024-12-19
Cole Anthony,ORL,OKC,L,12.5,1,3,0.333,1,2,0.5,0,0,0.0,0,3,3,2.0,0,0,4,2,3,-1.2,2024-12-19
Jett Howard,ORL,OKC,L,9.15,0,0,0.0,0,0,0.0,0,0,0.0,0,0,0,0.0,0,0,1,2,0,-1.8,2024-12-19
Jalen Williams,OKC,MIA,W,35.72,12,25,0.48,4,7,0.571,5,7,0.714,1,5,6,4.0,0,1,4,1,33,20.8,2024-12-20
Isaiah Hartenstein,OKC,MIA,W,33.83,4,6,0.667,0,0,0.0,5,8,0.625,5,13,18,2.0,1,0,0,4,13,17.4,2024-12-20
Shai Gilgeous-Alexander,OKC,MIA,W,37.57,10,25,0.4,3,9,0.333,2,2,1.0,2,5,7,4.0,2,0,3,1,25,15.8,2024-12-20
Luguentz Dort,OKC,MIA,W,32.33,5,7,0.714,4,5,0.8,0,0,0.0,1,0,1,0.0,2,0,0,5,14,11.8,2024-12-20
Alex Caruso,OKC,MIA,W,25.48,2,5,0.4,0,2,0.0,0,0,0.0,1,2,3,5.0,2,2,2,0,4,7.5,2024-12-20
Kenrich Williams,OKC,MIA,W,9.57,2,5,0.4,1,2,0.5,0,0,0.0,1,2,3,4.0,1,0,1,2,5,5.6,2024-12-20
Cason Wallace,OKC,MIA,W,22.87,1,2,0.5,0,0,0.0,0,0,0.0,0,2,2,4.0,0,2,1,1,2,4.4,2024-12-20
Aaron Wiggins,OKC,MIA,W,13.23,1,3,0.333,1,3,0.333,0,0,0.0,0,3,3,0.0,0,0,0,0,3,2.2,2024-12-20
Isaiah Joe,OKC,MIA,W,16.07,1,6,0.167,1,5,0.2,0,0,0.0,0,2,2,0.0,0,0,0,1,3,-0.6,2024-12-20
Ajay Mitchell,OKC,MIA,W,13.33,1,2,0.5,0,1,0.0,0,0,0.0,1,2,3,1.0,0,0,3,2,2,-0.8,2024-12-20
Cole Anthony,ORL,MIA,W,28.08,13,25,0.52,2,8,0.25,7,7,1.0,3,5,8,9.0,1,1,2,3,35,31.1,2024-12-21
Goga Bitadze,ORL,MIA,W,31.3,8,8,1.0,0,0,0.0,2,3,0.667,4,9,13,1.0,0,2,0,3,18,21.6,2024-12-21
Kentavious Caldwell-Pope,ORL,MIA,W,36.15,5,10,0.5,2,7,0.286,12,12,1.0,0,2,2,2.0,0,2,0,2,24,21.6,2024-12-21
Trevelin Queen,ORL,MIA,W,17.97,3,4,0.75,1,1,1.0,0,0,0.0,0,1,1,2.0,2,2,1,0,7,9.5,2024-12-21
Tristan Da Silva,ORL,MIA,W,28.18,3,7,0.429,0,3,0.0,2,2,1.0,0,2,2,3.0,0,0,0,3,8,5.8,2024-12-21
Cory Joseph,ORL,MIA,W,23.68,2,5,0.4,1,3,0.333,0,0,0.0,1,3,4,1.0,1,0,1,2,5,3.8,2024-12-21
Wendell Carter,ORL,MIA,W,12.97,2,5,0.4,1,2,0.5,0,0,0.0,0,1,1,1.0,0,1,0,2,5,3.2,2024-12-21
Jett Howard,ORL,MIA,W,12.67,3,9,0.333,3,6,0.5,0,0,0.0,1,3,4,1.0,0,0,3,1,9,2.8,2024-12-21
Anthony Black,ORL,MIA,W,18.47,4,7,0.571,1,2,0.5,1,1,1.0,0,1,1,2.0,0,0,5,5,10,1.4,2024-12-21
Jonathan Isaac,ORL,MIA,W,17.45,0,4,0.0,0,3,0.0,0,2,0.0,1,4,5,1.0,1,1,0,2,0,-0.1,2024-12-21
Moritz Wagner,ORL,MIA,W,1.57,0,0,0.0,0,0,0.0,0,0,0.0,0,0,0,0.0,0,0,1,0,0,-1.0,2024-12-21
Caleb Houstan,ORL,MIA,W,11.52,0,3,0.0,0,2,0.0,0,0,0.0,0,0,0,1.0,0,0,0,0,0,-1.4,2024-12-21
Shai Gilgeous-Alexander,OKC,WAS,W,35.38,14,25,0.56,3,6,0.5,10,10,1.0,3,6,9,3.0,3,3,3,3,41,36.0,2024-12-23
Ajay Mitchell,OKC,WAS,W,21.52,6,7,0.857,2,3,0.667,2,3,0.667,3,9,12,2.0,1,1,2,2,16,18.2,2024-12-23
Isaiah Hartenstein,OKC,WAS,W,27.1,7,12,0.583,0,0,0.0,2,2,1.0,3,8,11,3.0,0,2,0,2,16,17.6,2024-12-23
Trevelin Queen,ORL,BOS,W,34.47,5,9,0.556,3,4,0.75,4,4,1.0,0,1,1,3.0,3,1,3,5,17,13.8,2024-12-23
Wendell Carter,ORL,BOS,W,26.88,5,8,0.625,1,1,1.0,0,0,0.0,1,6,7,4.0,0,2,0,1,11,13.7,2024-12-23
Tristan Da Silva,ORL,BOS,W,35.58,6,11,0.545,4,8,0.5,2,2,1.0,0,3,3,0.0,1,0,1,1,18,13.2,2024-12-23
Cason Wallace,OKC,WAS,W,28.1,4,6,0.667,1,2,0.5,0,0,0.0,2,2,4,4.0,2,1,0,3,9,12.7,2024-12-23
Jalen Suggs,ORL,BOS,W,29.12,5,13,0.385,1,5,0.2,5,5,1.0,1,5,6,5.0,1,2,5,2,16,11.2,2024-12-23
Goga Bitadze,ORL,BOS,W,21.12,4,7,0.571,0,0,0.0,0,0,0.0,2,7,9,3.0,2,2,2,3,8,10.5,2024-12-23
Jalen Williams,OKC,WAS,W,29.12,7,18,0.389,0,2,0.0,3,4,0.75,2,5,7,4.0,1,0,2,4,17,9.9,2024-12-23
Kenrich Williams,OKC,WAS,W,13.08,3,7,0.429,1,5,0.2,0,0,0.0,3,5,8,1.0,3,0,1,1,7,9.2,2024-12-23
Anthony Black,ORL,BOS,W,23.07,2,5,0.4,1,2,0.5,4,4,1.0,1,3,4,3.0,1,0,2,2,9,8.2,2024-12-23
Kentavious Caldwell-Pope,ORL,BOS,W,34.17,2,8,0.25,2,6,0.333,2,2,1.0,0,5,5,2.0,2,2,1,3,8,7.3,2024-12-23
Jonathan Isaac,ORL,BOS,W,13.53,2,8,0.25,1,4,0.25,2,2,1.0,2,3,5,1.0,1,0,1,1,7,4.8,2024-12-23
Alex Caruso,OKC,WAS,W,14.95,1,5,0.2,0,2,0.0,0,0,0.0,1,1,2,4.0,2,0,0,0,2,4.7,2024-12-23
Jaylin Williams,OKC,WAS,W,7.82,1,3,0.333,1,3,0.333,0,0,0.0,0,0,0,2.0,0,1,0,1,3,3.0,2024-12-23
Isaiah Joe,OKC,WAS,W,18.8,1,8,0.125,1,5,0.2,2,3,0.667,0,2,2,1.0,3,0,1,0,5,2.7,2024-12-23
Cole Anthony,ORL,BOS,W,17.28,4,9,0.444,0,2,0.0,2,2,1.0,0,2,2,5.0,0,0,5,5,10,2.4,2024-12-23
Jett Howard,ORL,BOS,W,4.78,2,5,0.4,0,1,0.0,0,0,0.0,0,0,0,0.0,0,0,0,1,4,0.9,2024-12-23
Dillon Jones,OKC,WAS,W,2.98,0,0,0.0,0,0,0.0,0,0,0.0,0,0,0,0.0,0,0,0,0,0,0.0,2024-12-23
Aaron Wiggins,OKC,WAS,W,13.6,3,8,0.375,1,5,0.2,0,0,0.0,0,1,1,0.0,0,0,3,0,7,-0.1,2024-12-23
Ousmane Dieng,OKC,WAS,W,2.98,0,1,0.0,0,0,0.0,0,0,0.0,0,1,1,0.0,0,0,0,0,0,-0.4,2024-12-23
Luguentz Dort,OKC,WAS,W,24.57,0,6,0.0,0,5,0.0,0,0,0.0,2,0,2,1.0,0,1,0,2,0,-2.2,2024-12-23
Shai Gilgeous-Alexander,OKC,IND,W,37.98,15,22,0.682,4,5,0.8,11,11,1.0,0,7,7,8.0,1,2,1,2,45,43.9,2024-12-26
Goga Bitadze,ORL,MIA,L,32.78,4,7,0.571,0,0,0.0,2,3,0.667,5,9,14,2.0,3,3,2,1,10,16.6,2024-12-26
Tristan Da Silva,ORL,MIA,L,38.78,7,12,0.583,1,3,0.333,3,3,1.0,2,4,6,2.0,1,1,4,2,18,13.3,2024-12-26
Jalen Suggs,ORL,MIA,L,32.32,10,21,0.476,2,11,0.182,7,8,0.875,0,4,4,2.0,1,0,7,3,29,13.3,2024-12-26
Isaiah Hartenstein,OKC,IND,W,34.47,3,6,0.5,0,0,0.0,5,8,0.625,2,11,13,1.0,0,1,0,2,11,12.1,2024-12-26
Kentavious Caldwell-Pope,ORL,MIA,L,32.12,5,8,0.625,1,4,0.25,0,0,0.0,0,2,2,2.0,3,0,1,0,11,11.4,2024-12-26
Jalen Williams,OKC,IND,W,35.5,8,22,0.364,2,6,0.333,2,2,1.0,0,4,4,5.0,0,0,2,2,20,9.7,2024-12-26
Kenrich Williams,OKC,IND,W,16.6,4,6,0.667,1,2,0.5,0,0,0.0,2,4,6,0.0,0,0,0,0,9,9.0,2024-12-26
Luguentz Dort,OKC,IND,W,34.53,5,13,0.385,3,8,0.375,0,0,0.0,3,4,7,0.0,0,0,0,3,13,8.0,2024-12-26
Ajay Mitchell,OKC,IND,W,15.78,4,5,0.8,1,2,0.5,0,1,0.0,0,1,1,0.0,1,0,0,1,9,7.6,2024-12-26
Trevelin Queen,ORL,MIA,L,36.98,4,8,0.5,0,3,0.0,0,0,0.0,1,2,3,2.0,3,0,1,3,8,7.5,2024-12-26
Cory Joseph,ORL,MIA,L,7.68,2,4,0.5,1,2,0.5,0,0,0.0,0,0,0,0.0,1,0,0,0,5,4.0,2024-12-26
Wendell Carter,ORL,MIA,L,15.22,1,6,0.167,0,2,0.0,3,4,0.75,0,6,6,1.0,0,1,1,0,5,3.0,2024-12-26
Jaylin Williams,OKC,IND,W,9.52,1,3,0.333,1,3,0.333,0,0,0.0,1,2,3,1.0,0,0,0,1,3,2.9,2024-12-26
Isaiah Joe,OKC,IND,W,16.83,2,8,0.25,1,7,0.143,0,0,0.0,1,1,2,2.0,0,0,0,2,5,1.8,2024-12-26
Cason Wallace,OKC,IND,W,29.88,1,5,0.2,0,2,0.0,0,0,0.0,0,2,2,1.0,2,1,0,3,2,1.7,2024-12-26
Jonathan Isaac,ORL,MIA,L,13.13,0,1,0.0,0,0,0.0,0,0,0.0,0,2,2,0.0,0,1,0,0,0,0.6,2024-12-26
Aaron Wiggins,OKC,IND,W,5.92,1,4,0.25,0,2,0.0,0,0,0.0,0,0,0,2.0,0,0,0,1,2,0.6,2024-12-26
Jett Howard,ORL,MIA,L,5.33,0,0,0.0,0,0,0.0,0,0,0.0,0,0,0,0.0,0,0,0,0,0,0.0,2024-12-26
Dillon Jones,OKC,IND,W,2.98,0,1,0.0,0,0,0.0,1,2,0.5,0,0,0,0.0,0,0,0,1,1,-0.5,2024-12-26
Anthony Black,ORL,MIA,L,13.98,1,6,0.167,0,2,0.0,0,0,0.0,1,1,2,1.0,0,0,1,2,2,-1.9,2024-12-26
Cole Anthony,ORL,MIA,L,11.67,0,4,0.0,0,2,0.0,0,0,0.0,0,3,3,2.0,0,0,4,4,0,-6.1,2024-12-26
Jalen Suggs,ORL,NYK,L,26.45,10,20,0.5,4,6,0.667,3,3,1.0,1,3,4,3.0,1,0,3,5,27,16.7,2024-12-27
Goga Bitadze,ORL,NYK,L,30.58,6,9,0.667,1,1,1.0,1,2,0.5,4,7,11,3.0,1,2,4,2,14,14.3,2024-12-27
Kentavious Caldwell-Pope,ORL,NYK,L,31.1,4,11,0.364,1,6,0.167,1,1,1.0,0,0,0,3.0,2,0,1,1,10,6.6,2024-12-27
Trevelin Queen,ORL,NYK,L,26.0,3,7,0.429,3,7,0.429,0,0,0.0,1,1,2,3.0,0,0,1,4,9,5.8,2024-12-27
